UserID,ProductID,ProductCategory,ProductBrand,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent
UID00002,12502,Smart Watches,Samsung,980.0286657,37,1,6,1,0
UID00002,12550,Smartphones,Other Brands,526.5934222,37,1,4,1,0
UID00002,12556,Laptops,Other Brands,1405.594319,37,1,18,2,0
UID00002,13617,Laptops,Other Brands,1623.219544,37,1,11,3,0
UID00002,13503,Smartphones,Sony,1613.955421,37,1,14,5,1
UID00002,14333,Laptops,Apple,2431.882241,37,1,7,3,1
UID00002,14405,Laptops,Samsung,1823.068689,37,1,6,5,1
UID00002,14487,Smartphones,Samsung,749.4126987,37,1,14,4,1
UID00002,11624,Tablets,HP,1448.231377,37,1,19,5,1
UID00002,12850,Smartphones,Samsung,1157.323877,37,1,7,3,0
UID00002,11441,Laptops,Sony,784.3901813,37,1,18,5,1
UID00002,7367,Smartphones,Other Brands,2721.390558,37,1,5,2,0
UID00002,10087,Smart Watches,Samsung,2190.452832,37,1,6,3,0
UID00002,5922,Smart Watches,Sony,364.1904976,37,1,17,4,1
UID00002,10255,Tablets,Other Brands,2388.056922,37,1,17,1,0
UID00002,6089,Headphones,Sony,2723.021744,37,1,10,4,1
UID00002,6929,Smart Watches,Sony,1986.630471,37,1,11,3,0
UID00002,7465,Laptops,HP,199.0080926,37,1,17,5,1
UID00002,7639,Laptops,Samsung,2280.977932,37,1,17,3,0
UID00002,6043,Smartphones,HP,1909.920695,37,1,18,3,0
UID00002,8465,Smart Watches,Other Brands,2125.154817,37,1,18,4,1
UID00002,8602,Smartphones,Samsung,2339.404911,37,1,10,3,1
UID00002,9348,Headphones,Other Brands,1143.05797,37,1,7,5,1
UID00002,9408,Smart Watches,HP,2824.139482,37,1,16,5,1
UID00002,9757,Smart Watches,Other Brands,1261.408567,37,1,10,4,1
UID00002,8258,Smartphones,Other Brands,2426.486763,37,1,6,1,0
UID00003,9828,Laptops,Apple,1162.086711,24,1,14,5,1
UID00003,10398,Smartphones,Other Brands,686.3849675,24,1,17,1,0
UID00003,11259,Smartphones,Samsung,454.5386493,24,1,7,3,1
UID00003,11485,Smart Watches,HP,2571.980661,24,1,9,5,0
UID00003,12185,Tablets,Apple,1334.993586,24,1,2,1,1
UID00003,12655,Laptops,Samsung,415.3014128,24,1,9,5,1
UID00003,12627,Tablets,Apple,1846.594938,24,1,11,1,0
UID00003,13916,Laptops,HP,2626.096523,24,1,16,4,1
UID00003,13977,Tablets,Other Brands,1240.013614,24,1,19,1,0
UID00003,9700,Headphones,HP,651.8267734,24,1,3,4,1
UID00003,12330,Smartphones,Sony,475.5928341,24,1,18,3,0
UID00003,9541,Tablets,Sony,636.4700462,24,1,16,1,0
UID00003,7120,Tablets,Apple,199.8917387,24,1,12,5,0
UID00003,9254,Headphones,Apple,1563.173353,24,1,15,4,1
UID00003,6611,Smart Watches,Samsung,2525.227507,24,1,7,5,1
UID00003,7167,Laptops,Apple,1649.119607,24,1,12,1,0
UID00003,7398,Tablets,Sony,2594.645327,24,1,19,2,0
UID00003,7601,Smart Watches,Samsung,629.2589676,24,1,6,1,0
UID00003,7767,Smart Watches,Samsung,1537.70125,24,1,16,3,1
UID00003,9314,Smart Watches,HP,2559.573806,24,1,3,4,1
UID00003,8072,Smartphones,Samsung,636.6431739,24,1,4,5,1
UID00003,8118,Laptops,Other Brands,2886.335937,24,1,15,4,1
UID00003,8959,Headphones,Sony,814.6669628,24,1,15,1,0
UID00003,9096,Laptops,HP,2220.228404,24,1,14,1,0
UID00003,8054,Smart Watches,Apple,782.145139,24,1,4,2,0
UID00004,10805,Smartphones,HP,1240.140173,62,0,7,5,1
UID00004,11104,Smart Watches,Sony,2645.591908,62,0,10,1,1
UID00004,11711,Smart Watches,Samsung,2273.887173,62,0,8,3,0
UID00004,11918,Smartphones,Samsung,1391.156698,62,0,19,3,0
UID00004,12146,Tablets,Other Brands,2051.904961,62,0,12,4,1
UID00004,12902,Laptops,Sony,2142.924205,62,0,12,3,0
UID00004,12208,Tablets,Other Brands,1365.638823,62,0,10,2,0
UID00004,13931,Headphones,HP,104.4165328,62,0,5,3,0
UID00004,13942,Smart Watches,Apple,2797.395108,62,0,15,2,1
UID00004,10548,Smartphones,Sony,1652.380839,62,0,9,3,0
UID00004,14701,Laptops,Sony,1420.970505,62,0,13,1,1
UID00004,12195,Smart Watches,HP,1858.548843,62,0,3,4,1
UID00004,14347,Laptops,Apple,2369.427911,62,0,12,3,1
UID00004,10372,Laptops,Apple,1120.918312,62,0,16,2,0
UID00004,9236,Smart Watches,Sony,2419.075885,62,0,11,1,0
UID00004,9975,Tablets,HP,2709.891854,62,0,2,1,1
UID00004,6141,Laptops,Other Brands,1357.1308,62,0,16,4,1
UID00004,6281,Tablets,Apple,1826.048131,62,0,4,2,1
UID00004,6660,Headphones,Samsung,2835.81032,62,0,7,5,0
UID00004,6963,Smart Watches,Sony,1519.100816,62,0,17,1,0
UID00004,6674,Laptops,Sony,2380.435338,62,0,19,2,0
UID00004,7282,Tablets,Samsung,435.7831911,62,0,11,3,0
UID00004,7433,Tablets,Samsung,885.0317452,62,0,12,4,1
UID00004,8115,Laptops,Other Brands,1436.598123,62,0,15,3,1
UID00004,8405,Tablets,Sony,1950.136094,62,0,9,4,0
UID00004,9043,Tablets,HP,351.286293,62,0,17,2,0
UID00004,7094,Smartphones,Apple,2989.034379,62,0,14,5,1
UID00005,10196,Headphones,Other Brands,1814.766589,38,1,9,5,1
UID00005,9076,Tablets,Samsung,2597.461695,38,1,2,1,1
UID00005,9365,Headphones,Samsung,1878.35081,38,1,19,5,1
UID00005,9789,Headphones,Other Brands,840.8529963,38,1,12,1,0
UID00005,10245,Smart Watches,HP,2349.625251,38,1,5,2,1
UID00005,8731,Headphones,Samsung,2959.913337,38,1,3,3,0
UID00005,10516,Headphones,HP,1941.637917,38,1,19,3,1
UID00005,11826,Tablets,Apple,1666.133463,38,1,17,1,1
UID00005,11852,Headphones,Samsung,2250.816441,38,1,8,2,1
UID00005,12046,Smartphones,Samsung,2333.578535,38,1,1,3,0
UID00005,14743,Smart Watches,Samsung,2827.270479,38,1,12,2,1
UID00005,10312,Tablets,Apple,2576.001444,38,1,9,5,1
UID00005,8716,Laptops,Sony,1633.74761,38,1,6,3,1
UID00005,12249,Headphones,Apple,148.4457398,38,1,16,5,1
UID00005,7857,Smart Watches,Other Brands,2722.727696,38,1,17,3,1
UID00005,5977,Laptops,Samsung,1186.248672,38,1,5,5,1
UID00005,6213,Laptops,Samsung,1153.859744,38,1,6,1,1
UID00005,6385,Tablets,HP,1199.69614,38,1,14,2,1
UID00005,6469,Smartphones,Other Brands,452.7975372,38,1,18,2,1
UID00005,6569,Headphones,Sony,366.4699894,38,1,7,4,1
UID00005,8257,Tablets,Apple,323.5309344,38,1,12,1,0
UID00005,6773,Tablets,Apple,1843.791766,38,1,18,1,0
UID00005,7152,Smartphones,Apple,372.1010623,38,1,6,2,0
UID00005,7545,Headphones,Sony,2360.609781,38,1,19,5,1
UID00005,7733,Headphones,Samsung,531.2597212,38,1,3,2,1
UID00005,7775,Smartphones,Samsung,2164.821785,38,1,10,4,1
UID00005,6731,Smart Watches,Other Brands,2374.443139,38,1,13,3,1
UID00006,11206,Smart Watches,Sony,445.3228368,55,0,4,3,0
UID00006,11496,Laptops,Other Brands,1546.300484,55,0,16,3,1
UID00006,12449,Headphones,Samsung,187.8135136,55,0,11,3,0
UID00006,13056,Laptops,Apple,1498.874677,55,0,8,4,0
UID00006,13506,Tablets,Apple,973.0722287,55,0,15,5,0
UID00006,13342,Smartphones,HP,724.204965,55,0,1,4,1
UID00006,14300,Smartphones,Other Brands,137.0005747,55,0,3,4,1
UID00006,14741,Smart Watches,Sony,385.4545645,55,0,7,3,0
UID00006,10970,Smart Watches,Samsung,1003.296039,55,0,12,3,0
UID00006,13173,Laptops,Other Brands,2035.138832,55,0,7,2,1
UID00006,10383,Smartphones,Other Brands,1319.196618,55,0,6,5,1
UID00006,10920,Tablets,Apple,1524.291797,55,0,5,5,1
UID00006,10307,Tablets,HP,1025.902544,55,0,11,1,0
UID00006,10374,Tablets,HP,1174.946702,55,0,4,5,1
UID00006,6150,Tablets,Samsung,305.2419232,55,0,16,4,0
UID00006,6486,Smartphones,Samsung,1987.995059,55,0,12,2,0
UID00006,6671,Laptops,Apple,1096.811741,55,0,11,3,0
UID00006,9097,Tablets,Apple,1803.905565,55,0,13,1,1
UID00006,6649,Headphones,Sony,156.553954,55,0,15,5,1
UID00006,9576,Smart Watches,Samsung,2833.216017,55,0,3,5,1
UID00006,9684,Smart Watches,HP,1600.317455,55,0,2,5,1
UID00006,10050,Headphones,Other Brands,1271.481363,55,0,3,3,1
UID00006,10148,Laptops,Other Brands,2732.161874,55,0,11,4,1
UID00006,9396,Smartphones,HP,2910.70372,55,0,13,1,0
UID00007,12313,Tablets,HP,2061.200326,23,1,5,1,0
UID00007,11201,Headphones,Sony,189.7680496,23,1,9,3,0
UID00007,11186,Laptops,HP,809.101467,23,1,10,5,1
UID00007,11241,Smartphones,Sony,1380.091528,23,1,18,3,0
UID00007,11993,Smartphones,Samsung,2015.837679,23,1,15,4,1
UID00007,12193,Laptops,Apple,2579.658476,23,1,14,3,1
UID00007,12496,Headphones,HP,583.0434742,23,1,8,2,0
UID00007,14497,Laptops,Other Brands,1416.120213,23,1,19,5,1
UID00007,13108,Headphones,Other Brands,2523.428077,23,1,4,5,1
UID00007,13116,Smart Watches,Other Brands,1538.964342,23,1,6,5,1
UID00007,13265,Smartphones,Samsung,2395.6425,23,1,3,5,1
UID00007,13693,Laptops,Other Brands,904.7539956,23,1,13,3,1
UID00007,14825,Tablets,Sony,330.6774101,23,1,17,2,1
UID00007,10795,Smart Watches,Samsung,2069.683747,23,1,3,1,1
UID00007,12945,Smartphones,Apple,1967.082192,23,1,10,2,1
UID00007,10765,Tablets,HP,301.174882,23,1,15,4,1
UID00007,7394,Tablets,Other Brands,2120.305529,23,1,10,3,0
UID00007,9646,Headphones,Sony,461.9267171,23,1,17,4,1
UID00007,9914,Tablets,Sony,1083.877389,23,1,12,3,0
UID00007,6377,Laptops,Sony,2766.006627,23,1,3,3,0
UID00007,6610,Tablets,Sony,1012.123816,23,1,16,5,1
UID00007,6918,Smart Watches,HP,1787.338898,23,1,8,5,1
UID00007,7222,Smart Watches,HP,2637.736204,23,1,19,4,1
UID00007,7273,Smart Watches,Apple,1301.179611,23,1,3,5,1
UID00007,7074,Smartphones,HP,2159.107763,23,1,8,2,1
UID00007,7888,Laptops,Sony,2769.491057,23,1,18,2,1
UID00007,8219,Smart Watches,Other Brands,634.557445,23,1,8,1,0
UID00007,8641,Laptops,Sony,1724.699318,23,1,10,2,0
UID00007,9016,Headphones,HP,2614.750291,23,1,9,4,1
UID00007,9350,Smartphones,Apple,443.1610509,23,1,3,2,1
UID00007,9448,Laptops,Other Brands,696.0904718,23,1,18,5,1
UID00007,7815,Laptops,HP,1094.536505,23,1,19,2,0
UID00008,10695,Headphones,HP,1315.565344,28,0,19,3,0
UID00008,12606,Headphones,Samsung,1309.639252,28,0,15,2,1
UID00008,10814,Laptops,Sony,1439.699019,28,0,5,5,1
UID00008,10926,Tablets,Other Brands,2843.711885,28,0,14,4,1
UID00008,11130,Laptops,Apple,1994.341557,28,0,8,3,0
UID00008,11727,Laptops,Other Brands,2742.417194,28,0,9,1,1
UID00008,11735,Tablets,Samsung,562.159618,28,0,15,1,1
UID00008,13203,Headphones,Sony,2883.294639,28,0,14,1,0
UID00008,14020,Laptops,HP,1204.606853,28,0,13,5,1
UID00008,14734,Tablets,Sony,813.0245885,28,0,12,1,1
UID00008,13524,Headphones,Apple,1826.492369,28,0,9,3,1
UID00008,13752,Headphones,Apple,2358.127966,28,0,3,5,0
UID00008,13803,Laptops,Apple,108.3528314,28,0,5,2,0
UID00008,13832,Laptops,Other Brands,965.465577,28,0,9,1,1
UID00008,14279,Headphones,Sony,2434.746967,28,0,17,5,1
UID00008,10468,Smart Watches,HP,1588.150419,28,0,19,4,0
UID00008,13368,Smartphones,HP,2031.474594,28,0,14,2,0
UID00008,10285,Smartphones,HP,2354.459959,28,0,12,5,1
UID00008,7541,Smart Watches,Other Brands,2366.498724,28,0,11,1,0
UID00008,9744,Smartphones,Apple,988.076864,28,0,5,5,1
UID00008,6442,Tablets,Other Brands,1004.712721,28,0,7,1,0
UID00008,6595,Smartphones,HP,1428.941458,28,0,9,2,1
UID00008,6897,Smart Watches,Samsung,561.5467637,28,0,1,3,0
UID00008,7318,Smart Watches,Samsung,2509.430849,28,0,8,3,1
UID00008,7459,Headphones,Apple,2332.097692,28,0,2,5,1
UID00008,7958,Tablets,HP,2067.026242,28,0,7,3,0
UID00008,7976,Headphones,Samsung,1450.828106,28,0,12,5,1
UID00008,6557,Smartphones,Sony,188.3137833,28,0,19,4,1
UID00008,8329,Laptops,Sony,2850.895334,28,0,17,4,1
UID00008,8310,Smart Watches,Other Brands,308.3994934,28,0,16,5,1
UID00008,9134,Tablets,Other Brands,1680.548733,28,0,13,1,0
UID00008,9132,Laptops,Other Brands,909.7204674,28,0,1,3,0
UID00008,9906,Tablets,Other Brands,968.6618576,28,0,5,3,0
UID00008,8714,Smartphones,Other Brands,1153.097893,28,0,15,3,0
UID00008,8568,Tablets,HP,2420.756125,28,0,8,2,0
UID00008,8489,Headphones,Samsung,1036.705093,28,0,12,1,0
UID00008,9099,Smartphones,Samsung,2238.624144,28,0,7,2,1
UID00009,11887,Tablets,HP,645.9906259,20,1,7,2,0
UID00009,11924,Smartphones,Sony,626.6788553,20,1,7,5,1
UID00009,12577,Tablets,Sony,678.8129888,20,1,7,1,1
UID00009,12757,Tablets,Sony,2109.760568,20,1,18,3,1
UID00009,13046,Headphones,Sony,249.868059,20,1,10,5,1
UID00009,13128,Tablets,Other Brands,727.5782307,20,1,17,2,0
UID00009,13740,Tablets,Apple,1450.842718,20,1,9,4,1
UID00009,13920,Smart Watches,HP,1950.483737,20,1,18,3,0
UID00009,14102,Laptops,HP,2206.294018,20,1,18,1,0
UID00009,14682,Laptops,Apple,2712.035756,20,1,16,1,0
UID00009,14731,Tablets,HP,2563.230973,20,1,4,1,0
UID00009,11686,Smartphones,Sony,2422.361012,20,1,2,1,0
UID00009,13219,Tablets,Other Brands,2122.197768,20,1,18,4,1
UID00009,14058,Headphones,Other Brands,940.527155,20,1,4,5,1
UID00009,11134,Smart Watches,Sony,1131.287745,20,1,15,5,1
UID00009,11107,Laptops,Apple,2904.698998,20,1,6,4,1
UID00009,11380,Smartphones,Apple,1685.163527,20,1,3,4,1
UID00009,5949,Smartphones,Other Brands,1969.654562,20,1,10,1,0
UID00009,6094,Headphones,Other Brands,682.7500199,20,1,11,1,0
UID00009,6955,Smartphones,HP,2528.626814,20,1,14,2,0
UID00009,7158,Tablets,HP,790.6536822,20,1,3,1,1
UID00009,7183,Laptops,HP,1492.385004,20,1,10,2,0
UID00009,6373,Laptops,Apple,603.5179303,20,1,3,4,1
UID00009,7383,Laptops,HP,2380.447911,20,1,11,5,1
UID00009,7663,Smart Watches,Other Brands,1526.195512,20,1,13,4,1
UID00009,9281,Tablets,Apple,2641.505051,20,1,14,2,0
UID00009,10513,Tablets,Apple,643.1917722,20,1,17,1,1
UID00009,10935,Tablets,Other Brands,886.2378976,20,1,8,2,0
UID00009,7334,Smartphones,Sony,713.7518082,20,1,9,1,0
UID00010,13492,Tablets,Apple,2771.912599,27,1,12,3,0
UID00010,11917,Smart Watches,Other Brands,834.0478214,27,1,5,3,0
UID00010,12004,Tablets,Sony,2291.199833,27,1,6,3,0
UID00010,12124,Tablets,Other Brands,473.8887788,27,1,13,2,0
UID00010,12364,Laptops,HP,2590.183639,27,1,10,4,1
UID00010,13234,Smart Watches,Apple,482.9118013,27,1,4,5,1
UID00010,13766,Headphones,Other Brands,1769.408684,27,1,11,5,1
UID00010,14846,Smartphones,Sony,2686.493661,27,1,2,3,1
UID00010,14034,Headphones,Other Brands,1055.856504,27,1,8,5,1
UID00010,14078,Headphones,HP,2438.39518,27,1,10,3,0
UID00010,14167,Smartphones,HP,1089.793653,27,1,5,3,0
UID00010,14325,Tablets,Other Brands,233.2550732,27,1,10,1,0
UID00010,14719,Laptops,Samsung,2215.670974,27,1,19,5,0
UID00010,11732,Tablets,Apple,2911.862166,27,1,8,1,1
UID00010,13802,Laptops,Other Brands,293.5454192,27,1,6,1,1
UID00010,11498,Smart Watches,Other Brands,1477.297716,27,1,14,3,0
UID00010,11705,Headphones,Samsung,825.4914976,27,1,7,1,1
UID00010,11203,Smartphones,HP,1123.982357,27,1,17,3,1
UID00010,6271,Smart Watches,Apple,1887.824519,27,1,6,3,1
UID00010,6702,Smartphones,Other Brands,2270.844359,27,1,6,4,1
UID00010,6772,Tablets,Other Brands,1340.795074,27,1,8,1,0
UID00010,7482,Smartphones,Other Brands,1165.892876,27,1,18,2,1
UID00010,7665,Laptops,Apple,1048.2234,27,1,12,5,1
UID00010,7942,Tablets,Other Brands,1391.422163,27,1,11,1,0
UID00010,8005,Smart Watches,Other Brands,2396.814533,27,1,6,4,1
UID00010,6465,Headphones,HP,1474.938703,27,1,1,4,1
UID00010,8863,Laptops,HP,412.7523223,27,1,3,1,0
UID00010,9162,Tablets,HP,1882.360339,27,1,7,4,1
UID00010,9283,Smartphones,Other Brands,311.0366997,27,1,12,5,1
UID00010,10193,Smart Watches,Other Brands,1458.529434,27,1,4,3,0
UID00010,10596,Headphones,Samsung,235.2204327,27,1,19,2,0
UID00010,11097,Smart Watches,HP,154.4098805,27,1,15,1,1
UID00010,11442,Tablets,Samsung,1908.018518,27,1,13,1,0
UID00010,8075,Laptops,HP,1554.182605,27,1,19,3,0
UID00011,11867,Laptops,Other Brands,1822.367369,19,0,15,3,0
UID00011,12251,Smart Watches,Other Brands,2894.376985,19,0,2,5,1
UID00011,12333,Smart Watches,Samsung,732.6211511,19,0,3,2,0
UID00011,12665,Headphones,Apple,2815.507002,19,0,16,5,1
UID00011,12845,Smart Watches,HP,769.8622817,19,0,9,2,1
UID00011,12940,Headphones,Apple,124.7736074,19,0,11,4,1
UID00011,14137,Smart Watches,Apple,1586.764793,19,0,8,3,1
UID00011,13440,Headphones,HP,1635.326495,19,0,16,2,0
UID00011,14088,Tablets,Samsung,2478.064778,19,0,3,3,1
UID00011,14509,Tablets,Other Brands,1855.745421,19,0,14,5,1
UID00011,14709,Headphones,Samsung,1134.705323,19,0,12,1,1
UID00011,11679,Tablets,Other Brands,1058.819499,19,0,8,4,1
UID00011,13241,Smartphones,Other Brands,1594.028843,19,0,5,1,0
UID00011,10767,Laptops,Other Brands,261.1618615,19,0,9,3,1
UID00011,10887,Tablets,Other Brands,1911.914693,19,0,2,2,0
UID00011,7004,Laptops,Apple,531.949645,19,0,4,2,0
UID00011,6798,Smartphones,Sony,405.8048443,19,0,13,2,0
UID00011,6931,Smartphones,Sony,1947.38161,19,0,6,1,1
UID00011,7134,Headphones,Samsung,1822.296218,19,0,13,1,1
UID00011,7348,Headphones,Other Brands,591.1654453,19,0,17,3,1
UID00011,8004,Smart Watches,Samsung,434.3310051,19,0,17,2,0
UID00011,7698,Tablets,Sony,2680.5739,19,0,4,4,1
UID00011,9106,Smartphones,HP,2683.34499,19,0,11,2,1
UID00011,9615,Headphones,Other Brands,380.1696086,19,0,7,3,0
UID00011,9941,Headphones,HP,496.008817,19,0,9,3,0
UID00011,9981,Smart Watches,Other Brands,2479.340989,19,0,12,1,0
UID00011,10431,Smartphones,Sony,1454.31619,19,0,8,2,0
UID00011,8924,Smart Watches,Apple,2804.316393,19,0,7,1,0
UID00011,10739,Smartphones,Other Brands,540.8034496,19,0,17,5,1
UID00012,10946,Tablets,Other Brands,158.8554788,45,1,7,2,1
UID00012,11720,Smart Watches,HP,1000.853935,45,1,1,4,1
UID00012,11663,Laptops,HP,2178.144539,45,1,18,5,0
UID00012,10564,Headphones,Other Brands,968.7561184,45,1,5,2,0
UID00012,10611,Headphones,HP,2613.441015,45,1,3,1,1
UID00012,10592,Tablets,Samsung,2281.894044,45,1,17,4,1
UID00012,11888,Tablets,Apple,507.7657374,45,1,14,3,1
UID00012,10865,Smart Watches,Apple,2640.871463,45,1,10,5,1
UID00012,12568,Laptops,HP,1126.439405,45,1,9,4,1
UID00012,13545,Smart Watches,Other Brands,2078.370973,45,1,10,1,0
UID00012,12783,Smart Watches,Sony,2140.598859,45,1,8,5,1
UID00012,12949,Laptops,HP,1376.731191,45,1,16,3,0
UID00012,13061,Laptops,Other Brands,700.5839297,45,1,11,1,1
UID00012,13237,Tablets,Sony,2874.554406,45,1,7,1,1
UID00012,13441,Tablets,Other Brands,2106.402255,45,1,19,2,0
UID00012,14446,Tablets,Sony,972.2245978,45,1,6,1,1
UID00012,14658,Laptops,Sony,1589.897588,45,1,16,3,0
UID00012,12704,Tablets,Other Brands,888.4421246,45,1,7,4,1
UID00012,9359,Smartphones,Samsung,1517.403522,45,1,19,1,0
UID00012,10460,Smart Watches,Other Brands,516.9463965,45,1,7,5,1
UID00012,8878,Smartphones,Samsung,1300.883523,45,1,2,4,1
UID00012,9019,Laptops,Sony,1796.062621,45,1,12,4,1
UID00012,6299,Laptops,Other Brands,986.8348771,45,1,7,1,0
UID00012,6576,Smartphones,Apple,1396.88443,45,1,14,5,1
UID00012,7043,Smart Watches,HP,2197.489142,45,1,9,3,1
UID00012,7049,Tablets,HP,1857.133023,45,1,13,5,0
UID00012,7236,Smartphones,Other Brands,1078.181883,45,1,13,1,0
UID00012,7260,Tablets,HP,2825.202949,45,1,1,4,1
UID00012,7309,Laptops,Sony,1830.135199,45,1,9,1,1
UID00012,7403,Tablets,Samsung,1475.141574,45,1,3,5,0
UID00012,6438,Smart Watches,HP,2993.285543,45,1,18,5,1
UID00012,7522,Laptops,Samsung,2840.318302,45,1,11,1,1
UID00012,7608,Smartphones,Apple,723.2950811,45,1,18,1,0
UID00012,7764,Smart Watches,Other Brands,2933.940939,45,1,9,3,1
UID00012,7803,Tablets,Apple,2344.666863,45,1,1,1,1
UID00012,7841,Smartphones,Sony,2643.855099,45,1,19,2,0
UID00012,8085,Tablets,Samsung,1696.153862,45,1,3,1,0
UID00012,8339,Smartphones,Sony,2134.791918,45,1,7,4,1
UID00012,8735,Tablets,Samsung,253.2498472,45,1,19,1,0
UID00012,7405,Headphones,Apple,1229.257338,45,1,1,5,1
UID00013,14311,Tablets,Other Brands,2541.222187,30,0,4,2,0
UID00013,10321,Laptops,Sony,2721.669979,30,0,10,3,0
UID00013,11124,Smart Watches,Samsung,1902.498674,30,0,11,2,0
UID00013,11166,Tablets,HP,2008.641475,30,0,19,2,0
UID00013,11355,Tablets,Other Brands,2350.006788,30,0,2,5,1
UID00013,11527,Smartphones,Other Brands,1720.574611,30,0,6,4,1
UID00013,11810,Laptops,Sony,2503.307576,30,0,3,4,1
UID00013,12866,Smartphones,Samsung,1018.99577,30,0,5,3,0
UID00013,12237,Headphones,Apple,1843.640613,30,0,1,3,0
UID00013,12241,Laptops,Samsung,2310.772682,30,0,1,3,0
UID00013,12387,Laptops,Other Brands,745.6103014,30,0,12,2,1
UID00013,13871,Smart Watches,Other Brands,2628.07629,30,0,19,3,0
UID00013,14059,Smartphones,Other Brands,1696.475214,30,0,12,2,0
UID00013,14240,Smart Watches,Apple,1020.165185,30,0,2,3,1
UID00013,10091,Headphones,Samsung,606.5529224,30,0,16,2,1
UID00013,11828,Laptops,Samsung,1033.135186,30,0,9,1,1
UID00013,10067,Tablets,Samsung,2211.541411,30,0,3,3,1
UID00013,9338,Tablets,HP,1161.239,30,0,5,1,0
UID00013,9970,Laptops,Other Brands,1367.922899,30,0,3,2,0
UID00013,10005,Smart Watches,Other Brands,1438.746607,30,0,18,3,0
UID00013,6186,Laptops,Samsung,502.402406,30,0,13,4,1
UID00013,6331,Laptops,Samsung,2039.455631,30,0,5,3,0
UID00013,6631,Smartphones,Samsung,693.0721271,30,0,8,4,1
UID00013,6706,Smartphones,Samsung,1666.727618,30,0,12,3,0
UID00013,7239,Headphones,Samsung,2538.247741,30,0,3,1,0
UID00013,7904,Headphones,Other Brands,1358.510457,30,0,6,1,0
UID00013,5997,Laptops,Other Brands,2584.529648,30,0,9,1,0
UID00013,8767,Laptops,Sony,2693.050217,30,0,10,2,1
UID00013,8836,Laptops,Samsung,126.942789,30,0,18,2,0
UID00013,8921,Smartphones,Other Brands,1428.973063,30,0,19,5,1
UID00013,8941,Headphones,Samsung,2160.329122,30,0,15,5,1
UID00013,8968,Headphones,Sony,289.4140189,30,0,11,3,0
UID00013,8978,Headphones,Apple,1072.880693,30,0,5,2,0
UID00013,9897,Smartphones,Sony,841.253353,30,0,11,2,0
UID00013,8080,Tablets,Apple,2162.216369,30,0,11,3,0
UID00014,10297,Laptops,HP,2944.443783,35,0,6,4,1
UID00014,10320,Tablets,HP,786.1186225,35,0,12,4,1
UID00014,10989,Smartphones,Sony,2225.538861,35,0,2,1,0
UID00014,14107,Headphones,Other Brands,1471.549014,35,0,4,3,1
UID00014,11564,Smart Watches,Sony,1055.254147,35,0,2,4,1
UID00014,11696,Laptops,Samsung,331.463005,35,0,3,3,0
UID00014,12424,Smartphones,Other Brands,2684.139051,35,0,4,2,0
